"ID","Day","Benin","Papua New Guinea","Angola","Cambodia","Sudan","Kazakhstan","Paraguay","Portugal","Syria","Bahamas","Grenada","Greece","Latvia","Mongolia","Iran","Morocco","Mali","Panama","Guatemala","Guyana","Iraq","Chile","Laos","Nepal","Argentina","Seychelles","Tanzania","Ukraine","Ghana","Zambia","Belize","Congo (Brazzaville)","Holy See","Bahrain","India","Canada","Maldives","Guinea-Bissau","Turkey","Belgium","Namibia","Finland","Comoros","North Macedonia","South Africa","Trinidad and Tobago","Central African Republic","Georgia","Jamaica","Peru","Saint Kitts and Nevis","Germany","Yemen","Eritrea","Fiji","Guinea","Chad","Somalia","Sao Tome and Principe","Madagascar","Thailand","Equatorial Guinea","Libya","Costa Rica","Sweden","Taiwan*","Vietnam","West Bank and Gaza","Malawi","Andorra","Liechtenstein","Poland","Bulgaria","Jordan","Kuwait","Nigeria","Tunisia","Croatia","Sri Lanka","Uruguay","Timor-Leste","United Kingdom","United Arab Emirates","Kenya","Switzerland","Spain","Brunei","Djibouti","Lebanon","Azerbaijan","Cuba","Liberia","Venezuela","Burkina Faso","Mauritania","Saint Lucia","Israel","San Marino","Australia","Tajikistan","Estonia","Cameroon","Cyprus","Malaysia","Iceland","Oman","MS Zaandam","Armenia","Gabon","Austria","Mozambique","El Salvador","Monaco","Luxembourg","Brazil","Algeria","Cabo Verde","Slovenia","Diamond Princess","US","Antigua and Barbuda","Colombia","Ecuador","Western Sahara","Hungary","South Sudan","Japan","Moldova","Belarus","Mauritius","Albania","New Zealand","Eswatini","Senegal","Honduras","Italy","Ethiopia","Haiti","Korea, South","Afghanistan","Burundi","Singapore","Czechia","Egypt","Sierra Leone","Bolivia","Malta","Russia","Saudi Arabia","Netherlands","Pakistan","Kosovo","Gambia","China","Ireland","Qatar","Slovakia","France","Lithuania","Serbia","Bosnia and Herzegovina","Kyrgyzstan","Bhutan","Romania","Togo","Niger","Philippines","Cote d'Ivoire","Rwanda","Congo (Kinshasa)","Uzbekistan","Burma","Bangladesh","Barbados","Nicaragua","Norway","Saint Vincent and the Grenadines","Botswana","Denmark","Dominican Republic","Mexico","Uganda","Zimbabwe","Suriname","Montenegro","Indonesia","Dominica"
30,"2/21/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"2/22/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"2/23/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"2/24/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"2/25/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"2/26/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"2/27/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"2/28/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,29,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"2/29/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,34,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"3/1/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,52,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"3/2/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,79,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"3/3/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,107,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"3/4/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,148,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"3/5/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,197,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3044,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"3/6/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,233,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3072,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"3/7/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,366,0,0,50,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3100,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"3/8/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,463,0,0,53,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3123,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"3/9/20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,35,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,631,0,0,54,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3139,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"3/10/20",0,0,0,0,0,0,0,0,0,0,0,1,0,0,354,1,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,4,54,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,827,0,0,60,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3161,1,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,"3/11/20",0,0,0,0,0,0,0,0,0,0,0,1,0,0,429,1,0,1,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,4,55,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,41,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,827,0,0,66,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3172,1,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,"3/12/20",0,0,0,0,1,0,0,0,0,0,0,1,0,0,514,1,0,1,0,1,9,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,0,0,11,133,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7,49,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,1266,0,0,66,0,0,0,0,2,0,0,0,0,0,10,0,0,0,3180,1,0,0,79,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
51,"3/13/20",0,0,0,0,1,0,0,0,0,0,0,3,0,0,611,1,0,1,0,1,10,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,28,0,0,13,195,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,7,58,0,0,2,0,0,0,22,0,0,0,1,0,0,0,0,1441,0,0,72,0,0,0,0,2,0,0,0,0,0,12,0,0,0,3193,2,0,0,91,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,0
52,"3/14/20",0,0,0,0,1,0,0,0,0,0,0,4,0,0,724,1,0,1,0,1,10,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,43,0,0,14,289,0,0,3,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,4,0,1,7,73,0,0,2,0,1,0,22,0,0,0,1,0,0,0,0,1809,0,0,75,0,0,0,0,2,0,0,0,0,0,20,0,0,0,3203,2,0,0,91,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,5,0
53,"3/15/20",0,0,0,0,1,0,0,0,0,0,0,4,0,0,853,1,0,1,1,1,10,0,0,0,2,0,0,1,0,0,0,0,0,1,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,66,0,0,14,342,0,0,3,1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,1,7,99,0,0,2,0,1,0,27,0,0,0,1,0,0,0,0,2158,0,0,75,0,0,0,0,2,0,0,0,0,0,24,0,0,0,3217,2,0,0,149,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0
54,"3/16/20",0,0,0,0,1,0,0,1,0,0,0,5,0,0,988,2,0,1,1,1,11,0,0,0,2,0,0,2,0,0,0,0,0,1,3,5,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,82,0,0,27,533,0,0,3,1,0,0,0,0,0,0,0,7,5,0,0,0,0,2,1,0,0,0,0,3,0,0,0,1,1,4,0,1,7,133,0,0,2,0,1,0,29,0,0,0,1,0,0,0,0,2503,0,0,81,0,0,0,0,4,0,0,0,0,0,43,0,0,0,3230,2,0,0,149,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,5,0
55,"3/17/20",0,0,0,0,1,0,0,2,0,0,0,5,0,0,1135,2,0,1,1,1,12,0,0,0,2,0,0,2,0,0,0,0,0,1,3,8,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,116,0,0,28,623,0,0,3,1,1,0,0,1,0,0,0,11,6,0,0,0,0,2,1,0,0,0,0,4,0,0,0,2,3,7,0,1,7,164,0,0,2,0,1,0,29,1,0,0,2,0,0,0,0,2978,0,0,84,0,0,0,0,6,0,0,0,0,0,58,0,0,0,3241,2,0,1,149,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,6,0,0,4,1,0,0,0,0,0,19,0
56,"3/18/20",0,0,0,0,1,0,0,3,0,0,0,6,0,0,1284,2,0,1,1,1,13,0,0,0,3,0,0,2,0,0,0,0,0,1,4,9,0,0,3,21,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,1,0,0,1,11,1,0,0,0,0,0,5,3,0,0,0,1,1,0,0,0,159,0,0,41,830,0,0,4,1,1,0,0,1,0,0,0,11,6,0,0,0,0,2,1,0,0,0,0,6,0,0,0,4,6,9,0,1,7,258,0,0,3,0,1,0,29,1,0,0,2,0,0,0,0,3405,0,0,91,0,0,0,0,6,0,0,0,1,0,77,2,0,0,3249,3,0,1,244,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,7,0,0,6,2,1,0,0,0,0,25,0
57,"3/19/20",0,0,0,0,1,3,0,6,0,0,0,6,0,0,1433,3,0,1,1,1,17,0,0,0,3,0,0,3,0,0,0,0,0,1,5,12,0,0,4,37,0,0,0,0,0,0,0,0,1,3,0,67,0,0,0,0,0,0,0,0,1,0,0,1,16,2,0,0,0,0,0,5,3,0,0,0,1,1,0,0,0,195,2,0,54,1043,0,0,4,1,1,0,0,1,0,0,0,14,7,0,0,0,0,3,0,0,0,0,1,6,0,0,0,4,11,11,0,1,7,349,0,0,5,0,3,0,33,1,0,0,2,0,0,0,0,4032,0,0,94,0,0,0,0,8,0,0,0,1,0,107,3,0,0,3253,3,0,1,451,0,1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,7,0,0,9,2,2,0,0,0,0,32,0
58,"3/20/20",0,0,0,0,1,0,1,12,0,0,0,13,0,0,1556,3,0,1,1,1,17,0,0,0,4,0,0,3,1,0,0,0,0,1,4,19,0,0,9,67,0,1,0,0,0,0,0,0,1,5,0,84,0,0,0,0,0,0,0,0,1,0,0,2,20,2,0,0,0,0,0,5,3,0,0,0,1,1,0,0,0,251,2,0,75,1375,0,0,4,1,1,0,0,2,0,0,1,20,7,0,0,0,0,4,1,0,0,0,1,8,0,0,0,8,15,15,0,1,8,442,0,0,7,0,4,0,35,1,0,1,2,0,0,0,0,4825,0,0,102,0,0,2,0,10,0,0,0,1,0,137,3,0,0,3259,3,0,1,563,1,1,1,0,0,0,0,0,19,0,0,1,0,0,2,0,0,7,0,0,13,2,2,0,0,0,0,38,0
59,"3/21/20",0,0,0,0,1,0,1,14,0,0,0,15,0,0,1685,4,0,3,1,1,20,1,0,0,4,0,0,3,1,0,0,0,0,2,7,21,0,0,30,75,0,1,0,1,0,0,0,0,1,5,0,94,0,0,0,0,0,0,0,0,1,0,0,2,21,2,0,0,0,1,0,7,3,0,0,0,3,1,0,0,0,286,2,0,98,1772,0,0,4,1,1,0,0,4,0,0,1,20,7,0,0,0,1,10,1,0,0,0,1,16,0,0,0,8,25,17,0,2,8,586,0,2,14,0,6,0,41,1,0,2,2,0,0,0,0,5476,0,0,111,1,0,2,1,14,0,0,0,1,0,180,5,0,0,3274,4,0,0,676,1,2,1,0,0,3,0,0,25,0,0,1,0,0,2,0,0,7,0,0,13,3,3,0,0,0,0,48,0
60,"3/22/20",0,0,0,0,1,0,1,23,0,0,0,17,0,0,1812,4,0,6,1,1,23,2,0,0,4,0,0,3,2,0,0,0,0,2,10,25,0,0,37,88,0,1,0,2,0,0,0,0,1,5,0,123,0,0,0,0,0,0,0,0,1,0,0,2,25,2,0,0,0,1,0,8,3,0,0,1,3,1,0,0,0,360,2,0,120,2311,0,0,4,1,1,0,0,4,0,0,1,20,7,0,0,0,1,14,1,0,0,0,1,21,0,0,0,8,34,17,0,3,8,786,0,3,18,0,7,0,42,1,0,2,4,0,0,0,0,6077,0,0,111,1,0,2,1,19,0,0,0,1,0,214,6,0,1,3274,6,0,0,862,1,3,1,0,0,7,0,0,33,0,0,1,0,0,3,0,0,10,0,0,24,3,4,0,1,0,1,49,0
61,"3/23/20",0,0,0,0,1,0,2,33,0,0,0,20,0,0,1934,5,0,6,1,1,27,2,0,0,6,0,0,3,2,0,0,0,0,3,10,26,0,0,44,122,0,1,0,2,0,0,0,0,1,7,0,157,0,0,0,0,0,0,0,0,4,0,0,2,36,2,0,0,0,1,0,10,3,0,0,1,4,1,0,0,0,509,2,0,122,2808,0,0,4,1,1,0,0,4,0,0,3,21,8,0,0,0,3,16,2,0,0,0,1,28,0,0,0,8,46,19,1,4,10,1008,0,3,27,0,9,0,43,1,0,2,5,0,0,0,0,6820,0,0,120,1,0,2,3,20,0,0,0,1,1,277,7,0,1,3281,7,0,0,1102,2,3,3,0,0,11,0,0,35,0,0,2,0,0,4,0,0,12,0,0,32,6,5,0,1,0,1,55,0
62,"3/24/20",0,0,0,0,1,0,3,43,0,0,0,22,0,0,2077,6,0,8,1,1,29,3,0,0,8,0,0,5,4,0,0,0,0,4,12,30,0,0,59,178,0,3,0,3,0,1,0,0,1,9,0,206,0,0,0,0,0,0,0,0,4,0,0,2,62,2,0,0,0,1,0,14,3,0,0,1,5,1,0,0,0,695,2,0,153,3647,0,0,6,2,1,0,0,4,0,0,5,21,8,0,1,1,3,20,2,0,0,0,1,30,0,0,0,8,59,21,1,5,10,1316,0,4,28,0,10,0,45,1,0,2,5,0,0,0,0,7503,0,0,126,2,0,2,6,21,0,0,0,3,2,357,8,0,1,3285,9,0,0,1333,4,4,3,0,0,17,0,1,38,0,0,2,0,0,5,0,0,14,0,0,34,10,6,0,1,0,1,58,0
